pdf_page,display_page,text_lines,n_words,text_extent_pct,density_pct,n_tables_on_page,n_table_rows_est,n_figures_on_page,top_text_line,status
1676,1602,42,193,95,17,1,0,0,Priority and Effort Summary,ok
1677,1603,10,71,37,8,0,0,0,(10) Python-primary polyglot policy,ok
1678,1604,54,161,92,15,1,0,0,"Table 5.218. Decision Audit Row Schema. Every field has a defined source, type, ",ok
1679,1605,56,186,91,19,1,0,0,Integer milliseconds,ok
1680,1606,58,174,81,18,1,0,0,"Table 5.220 presents service Mesh, Observability, AI Tooling, and Reliability St",ok
1681,1607,4,22,15,2,0,0,0,Security Architecture,sparse
1682,1608,64,238,92,23,1,0,0,Table 5.221. OWASP Top 10 (2025) and AI-Specific Threats (A11–A15) with RGAIG,ok
1683,1609,2,13,6,1,0,0,0,STRIDE Threat Model,almost_empty
1684,1610,34,136,59,12,1,0,0,Table 5.222. STRIDE Threat Model for Orchestrator (Container 3). The full,ok
1685,1611,27,117,60,12,1,0,0,SOC 2 Mapping,ok
1686,1612,23,94,45,9,1,0,0,Rollout and Reliability,ok
1687,1613,16,99,43,10,1,0,0,Kubernetes Three-Probe Pattern,ok
1688,1614,22,96,47,10,1,0,0,Table 5.226. Disaster Recovery Tiers with RTO and RPO Targets. Critical-tier,ok
1689,1615,27,133,55,11,1,0,0,Table 5.227. Five-Phase Load Testing Plan. Phases 1–5 progressively stress the,ok
1690,1616,69,257,89,25,1,0,0,Table 5.228. Eight-Phase Evaluation Ladder with Capability Gates. Each phase gat,ok
1691,1617,2,13,7,1,0,0,0,Thesis Linkage Map,almost_empty
1692,1618,60,208,94,20,1,0,0,Table 5.229. Cross-Reference Map: Appendix Sections to Thesis Chapters. Every,ok
1693,1619,16,150,64,15,0,0,0,Open Items and Future Resolution,ok
1694,1620,15,148,57,15,0,0,0,Appendix Conclusion,ok
1695,,0,0,0,0,0,0,0,(empty),empty
1696,,4,10,19,6,0,0,0,Appendix I,sparse
1697,1623,19,252,93,26,0,0,0,Declaration of Use of Artificial Intelligence Tools,ok
1698,1624,22,284,95,29,0,0,0,"tracker, examiner-attack drill, response letter). All Claude-made edits are trac",ok
1699,1625,14,113,52,12,0,0,0,"to make AI assistance transparent rather than implicit, consistent with the resp",ok
1700,1626,41,200,61,15,1,0,0,Consolidated AI Usage Overview,ok
1701,1627,36,116,69,11,1,0,0,Chapter 1: Introduction — AI Usage Disclosure,ok
1702,1628,38,118,75,11,1,0,0,Chapter 2,ok
1703,1629,38,123,72,11,1,0,0,Chapter 3,ok
1704,1630,40,137,79,12,1,0,0,Chapter 4 — AI Usage Disclosure,ok
1705,1631,41,132,78,12,1,0,0,Chapter 5 — AI Usage Disclosure,ok
1706,1632,25,161,64,17,1,0,0,Summary of AI Role Boundaries,ok
1707,1633,48,188,84,17,1,0,0,Word-Count Declaration,ok
1708,1634,55,126,63,14,1,0,0,Table 5.238. Word Count by Appendix Category,ok
1709,1635,24,86,34,8,1,0,0,Table 5.239. Grand Total Word Count,ok
1710,1636,27,238,84,24,0,0,0,Word Budget and Compliance Statement,ok
1711,,0,0,0,0,0,0,0,(empty),empty
1712,,4,10,23,7,0,0,0,Appendix J,sparse
1713,1639,6,64,25,8,0,0,0,"Purpose. This appendix is provided to support transparency, traceability, reprod",sparse
1714,1640,18,267,92,29,0,0,0,Appendix J Framing,ok
1715,1641,12,132,49,13,0,0,0,"families, children, and the organisational ecosystem in which trust must be sust",ok
1716,1642,37,220,67,20,0,0,1,Steps 1–5: B2C caregiver-facing pathway,ok
1717,1643,6,71,23,7,0,0,0,Table 5.240 summarises unified b2b+b2c governance orchestration for appendix rev,sparse
1718,1644,54,247,74,22,1,0,0,Table 5.240. Unified B2B+B2C Governance Orchestration. Each governance control,ok
1719,1645,17,110,51,11,0,0,1,B2B orchestration layer,figure_heavy
1720,1646,7,67,23,7,0,0,0,J2. Child Dignity & Child-Centric Safeguards,sparse
1721,1647,41,234,81,23,1,0,0,Table 5.241. Child Dignity Safeguards. Each safeguard is operationalised as a,ok
1722,1648,49,248,92,24,1,0,0,J3. Accessibility & Inclusive Caregiver Support,ok
1723,1649,6,65,23,6,0,0,0,J4. Cultural Sensitivity & Respectful Caregiver Interaction,sparse
1724,1650,38,228,86,24,1,0,0,Table 5.243 summarises cultural sensitivity operationalisation for appendix revi,ok
1725,1651,6,82,23,6,0,0,0,J5. Consent & Caregiver Agency,sparse
1726,1652,42,189,80,17,1,0,0,Table 5.244 summarises consent surface for appendix review.,ok
1727,1653,56,240,88,24,1,0,0,J6. Longitudinal Trust & Sustainable Caregiver Lifecycle,ok
1728,1654,6,68,27,7,0,0,0,J7. Ecosystem Maturity Model,sparse
1729,1655,37,180,75,19,1,0,0,Table 5.246 summarises ecosystem maturity model for appendix review.,ok
1730,1656,10,115,37,11,0,0,0,J8. Role Boundaries & Dependency Prevention,ok
1731,1657,41,160,74,16,1,0,0,Table 5.247. Role Boundaries. Each role has explicit authority limits with,ok
1732,1658,8,69,27,7,0,0,0,J9. Fairness & Bias-Awareness Governance,sparse
1733,1659,38,178,75,17,1,0,0,Table 5.248 summarises fairness gate specification for appendix review.,ok
1734,1660,45,206,92,22,1,0,0,J10. Value Realization & Sustainable Impact,ok
1735,1661,18,223,64,20,0,0,0,Appendix J Closing Positioning,ok
1736,1662,77,235,96,20,1,0,0,Appendix J Competitive Positioning,ok
1737,1663,76,206,93,16,0,0,0,Capability,ok
1738,,0,0,0,0,0,0,0,(empty),empty
1739,,4,9,23,5,0,0,0,Appendix K,sparse
1740,1666,5,62,22,7,0,0,0,"Purpose. This appendix is provided to support transparency, traceability, reprod",sparse
1741,1667,26,307,92,30,0,0,0,Appendix K Framing: The B2B Operational Governance Triad,ok
1742,1668,23,203,90,22,0,0,1,K1. Transformation,ok
1743,1669,43,218,68,19,0,0,1,Governance Control,ok
1744,1670,47,184,73,21,1,0,0,Table 5.251. Caregiver Trust & Emotional Reassurance: eight operationalised,ok
1745,1671,26,158,55,15,1,0,0,Table 5.252 summarises caregiver trust survey item examples for appendix review.,ok
1746,1672,38,162,69,18,1,0,0,Table 5.253 summarises caregiver trust heatmap for appendix review.,ok
1747,1673,6,92,33,10,0,0,0,K2. Digital Transformation & Organizational Change Readiness,ok
1748,1674,45,185,72,20,1,0,0,Table 5.254 summarises transformation readiness for appendix review.,ok
1749,1675,29,140,63,16,1,0,0,Table 5.255 summarises transformation readiness survey item examples for appendi,ok
1750,1676,29,91,47,12,1,0,0,Table 5.256 summarises transformation readiness heatmap for appendix review.,ok
1751,1677,21,207,89,22,0,0,1,Reactive AI adoption,ok
1752,1678,40,200,63,16,0,0,1,Routing decision,ok
1753,1679,41,146,57,17,1,0,0,Table 5.257. AI Risk Governance & Operational Safety: eight operationalised,ok
1754,1680,22,113,43,13,1,0,0,Table 5.258 summarises risk governance survey item examples for appendix review.,ok
1755,1681,25,89,41,11,1,0,0,Table 5.259 summarises operational safety heatmap for appendix review.,ok
1756,1682,15,116,60,11,0,0,1,Reactive AI risk management,figure_heavy
1757,1683,38,157,54,13,1,0,0,Table 5.260. Triad Joint Failure Modes. Each row identifies the failure that eme,ok
1758,1684,36,280,93,26,1,0,0,Table 5.261 summarises triad composition with appendix j ecosystem for appendix ,ok
1759,1685,12,132,44,12,0,0,0,Appendix K Closing,ok
1760,,0,0,0,0,0,0,0,(empty),empty
1761,,4,9,23,5,0,0,0,Appendix L,sparse
1762,1688,19,283,94,28,0,0,0,Appendix L Framing,ok
1763,1689,8,75,37,8,0,0,0,tion framework in Chapter 5.1; Appendix L is operational scaffolding for that fr,ok
1764,1690,87,331,95,30,1,0,0,Table 5.262. Compliance Readiness Summary: Implementation Status Across Eight,ok
1765,1691,44,93,66,12,0,0,1,2,ok
1766,1692,30,178,66,19,1,0,0,"Table 5.263 below presents Governance, Safety, and Evaluation Boundary Summary, ",ok
1767,1693,3,24,10,3,0,0,0,L2. Incident Response and Business Continuity Protocol,almost_empty
1768,1694,99,431,90,39,1,0,0,The table below presents the incident Response and Business Continuity Protocol:,ok
1769,1695,2,19,4,2,0,0,0,"Risk Assessment: Emotiv, Mobile App, and Hospital Integration.",almost_empty
1770,1696,76,197,93,23,1,0,0,"Table 5.265. Risk Assessment: Emotiv, Mobile App, and Hospital Integration. This",ok
1771,1697,39,102,58,11,0,0,0,Governance gap,ok
1772,1698,69,203,60,19,1,0,0,Table 5.266. KPI Threshold-to-Action Escalation Protocol. This table maps eight,ok
1773,1699,65,204,64,23,1,0,0,"Table 5.267. KPI Ownership, Measurement Cadence, and Data Sources. This table",ok
1774,1700,22,158,75,17,0,0,1,Level 4 — Board of Directors,ok
1775,1701,6,51,19,5,0,0,0,"Full details in Appendix E, see “Adoption KPI Framework Table”.",sparse
1776,1702,79,182,92,22,1,0,0,"Table 5.268. Core KPI Framework for Technical, Human, and Operational Evaluation",ok
1777,1703,24,153,62,15,0,0,0,Adoption,ok
1778,1704,108,174,92,15,1,0,0,Table 5.269. Unified KPI Dashboard: 15 Operational Key Performance Indicators,ok
1779,1705,25,118,56,13,0,0,0,14,ok
1780,1706,33,140,53,15,2,0,0,Table 5.270. Balanced Scorecard Perspective Mapping of RGAIG KPIs,ok
1781,1707,25,242,95,25,0,0,0,ROI and Value Realization Matrix,ok
1782,1708,43,226,82,22,1,0,0,Eeg Roi. Table 5.271 below presents EEG Framework ROI: Measurable Value to Hospi,ok
1783,1709,19,149,50,15,1,0,0,"Table 5.272. EEG Technical Evidence: Adopt, Pilot, or Defer Decision Logic. This",ok
1784,1710,21,133,46,14,1,0,0,Table 5.273. EEG Evidence: Reliability and Trustworthiness Dimensions. This tabl,ok
1785,1711,64,196,81,20,1,0,0,The table below presents the trust Measurement Framework: Seven Dimensions Acros,ok
1786,1712,37,93,36,8,0,0,1,T1: Competence,ok
1787,1713,60,252,74,23,1,0,0,The table below presents the b2B Hospital and B2C Patient Pain Points Addressed ,ok
1788,1714,49,251,87,24,1,0,0,The table below presents the continuous Monitoring Value: B2B Hospital and B2C P,ok
1789,1715,41,173,67,18,1,0,0,B2b Decision.,ok
1790,1716,37,164,63,17,1,0,0,Table 5.278. B2C Patient/Consumer Decision Analysis: Continuity and Extension,ok
1791,,0,0,0,0,0,0,0,(empty),empty
1792,,3,6,16,4,0,0,0,Appendix M,almost_empty
1793,1719,23,282,94,29,0,0,0,Appendix M Framing,ok
1794,1720,9,76,33,7,0,0,0,in Chapter 5.1; Appendix M is the operationalization scaffolding that supports i,ok
1795,1721,53,221,88,22,1,0,0,"Table 5.279. Examiner Traceability Pack: Problem, Data, and Variables. The table",ok
1796,1722,25,123,56,14,0,0,0,Primary,ok
1797,1723,55,284,91,26,1,0,0,Table 5.280 b2c service scope for continuous asd screening support.,ok
1798,1724,2,12,7,1,0,0,0,"Table 5.281 examiner traceability pack: analysis, ai, and governance.",almost_empty
1799,1725,27,101,81,12,0,0,1,B2C Capture,ok
1800,1726,57,231,86,23,1,0,0,"Table 5.281. Examiner Traceability Pack: Analysis, AI, and Governance. This",ok
1801,1727,12,65,23,6,0,0,0,Risk /,sparse
1802,1728,3,26,8,2,0,0,0,Table 5.282 aligns the final topic-proposal and defense-deck additions with the ,almost_empty
1803,1729,56,253,93,24,1,0,0,Topic Proposal to.,ok
1804,1730,31,116,38,11,0,0,0,APA7 and,ok
1805,1731,27,97,75,12,0,0,1,Problem / Sub-Problems,ok
1806,1732,3,32,8,3,0,0,0,Table 5.283 converts the topic-proposal content into an examiner-ready objective,almost_empty
1807,1733,62,210,80,20,1,0,0,"Topic Objective, Approach,.",ok
1808,1734,74,236,92,23,0,0,0,Data and,ok
1809,1735,2,26,5,2,0,0,0,Each proposal topic must answer four examiner questions: What is the objective? ,almost_empty
1810,1736,46,228,90,23,1,0,0,"Table 5.284 anticipates the main professor questions about the topic, approach, ",ok
1811,1737,64,241,90,26,0,0,0,Qualitative,ok
1812,1738,45,218,80,22,0,0,0,Ethical and,ok
1813,1739,24,83,63,10,0,0,1,Topic Proposal Claim,ok
1814,1740,3,27,14,3,0,0,0,Table 5.285 documents how the topic-proposal document has been merged with the d,almost_empty
1815,1741,51,224,86,21,1,0,0,Table 5.285. Topic Proposal to Dissertation Merge Control. Each topic-proposal,ok
1816,1742,44,139,55,14,0,0,0,Approach and,ok
1817,1743,6,44,24,5,0,0,0,M1. Operationalisation of Objectives (A–D Framework),sparse
1818,1744,74,261,91,23,2,0,0,Part Objectives.,ok
1819,1745,22,125,43,11,1,0,0,Table 5.287. Objective Mapping Summary: Main Objectives to Parts. This table,ok
1820,1746,6,63,24,6,0,0,0,M2. Research Structure (A–D Framework),sparse
1821,1747,17,113,55,11,0,0,1,Business Novelty (C6),figure_heavy
1822,1748,2,19,6,1,0,0,0,What This Study Does Not Claim,almost_empty
1823,1749,5,60,19,6,0,0,0,"Purpose. This appendix is provided to support transparency, traceability, reprod",sparse
1824,1750,19,229,92,24,0,0,0,Appendix N — Prospective Indian Pediatric Cohort Data-Acquisition,ok
1825,1751,43,257,87,27,1,0,0,N.1 Why — Rationale for Prospective Indian-Cohort Data Acquisition,ok
1826,1752,5,54,19,6,0,0,0,N.2 WHAT Data — Quantitative Streams,sparse
1827,1753,55,256,91,25,1,0,0,Table 5.289. WHAT — Quantitative Data Streams. Three retrospective de-identified,ok
1828,1754,72,263,94,28,1,0,0,"• Identifiers excluded per ICMR 2017 + DPDP Act 2023: patient name, full DOB,",ok
1829,1755,5,48,16,4,0,0,0,N.4 WHY This Data — Stream-to-Research-Question Rationale Matrix,sparse
1830,1756,62,207,85,21,1,0,0,Table 5.291. WHY Rationale Matrix — Stream to Research-Question to Claim. Each,ok
1831,1757,43,260,92,29,1,0,0,"N.5 Acquisition Methodology Framework (Institution-Type, Not",ok
1832,1758,61,224,90,24,1,0,0,N.6 Regulatory and Compliance Pathway (India-First),ok
1833,1759,44,261,86,29,1,0,0,N.7 Co-Principal-Investigator Role,ok
1834,1760,51,201,77,20,1,0,0,N.8 Data-Acquisition Flow and Timeline,ok
1835,1761,52,185,74,21,1,0,0,N.9 Connection to Thesis Evidence Base,ok
1836,1762,8,125,40,13,0,0,0,N.10 Outreach Target — Individual Researcher Discovery Framework,ok
1837,1763,35,198,64,22,1,0,0,Table 5.297. Individual Researcher Discovery Framework. Outreach target is,ok
1838,1764,6,84,32,9,0,0,0,N.11 Compensation and Reward Model for Co-PI Collaborator,ok
1839,1765,66,307,96,31,1,0,0,Table 5.298 presents the co-pi compensation and reward — academic + professional,ok
1840,1766,30,254,94,24,0,0,0,Conference,ok
1841,1767,3,39,12,4,0,0,0,Disclosure in publications. All resulting publications include a Conflict-of-Int,almost_empty
1842,1768,19,248,87,26,0,0,0,N.12 Operational Outreach Pack (Reference Only),ok
1843,1769,10,97,53,12,0,0,0,Appendix O — Institutional Governance Training,ok
1844,1770,28,99,49,11,1,0,0,Table 5.299. Institutional Governance Training Program: Identity and Versioning,ok
1845,1771,7,73,24,6,0,0,0,O.2 Master Certificate Template,sparse
1846,1772,37,142,83,16,1,0,0,Table 5.300. Master Institutional Governance Certificate — Single Consolidated,ok
1847,1773,1,5,1,1,0,0,0,O.3 Thirty-Five Module Alignment Scorecard,almost_empty
1848,1774,95,206,93,18,1,0,0,Module Scorecard.,ok
1849,1775,83,182,94,18,0,0,0,20 Healthcare,ok
1850,1776,62,207,96,21,2,0,0,"mended (defence-strengthening), Optional (supplementary). Scores reflect IRB imp",ok
1851,1777,17,83,40,8,0,0,0,PIPEDA (Canada),ok
1852,1778,46,190,91,21,1,0,0,Table 5.303. Programme Objectives and Governance Principles,ok
1853,1779,15,88,44,9,0,0,0,Principle 7,ok
1854,1780,28,125,60,13,1,0,0,Table 5.304. Research Context Alignment — Dissertation Areas Supported by the,ok
1855,1781,19,96,55,10,2,0,0,O.7 Institutional Authorization,ok
1856,1782,28,169,67,18,2,0,0,O.8 Per-Module Detailed Entries,ok
1857,1783,24,128,48,13,2,0,0,O.8.2 — Module 2: Responsible Conduct of Research (RCR),ok
1858,1784,23,130,46,12,2,0,0,O.8.3 — Module 3: HIPAA Privacy & Security,ok
1859,1785,23,118,45,11,2,0,0,O.8.4 — Module 4: Good Clinical Practice (GCP),ok
1860,1786,23,125,46,11,2,0,0,O.8.5 — Module 5: Data Privacy & Security,ok
1861,1787,22,119,46,12,2,0,0,O.8.6 — Module 6: EEG Fundamentals,ok
1862,1788,23,122,48,12,2,0,0,Module 7: EEG Signal Processing.,ok
1863,1789,23,126,48,12,2,0,0,Module 8: Responsible AI Governance.,ok
1864,1790,23,119,47,12,2,0,0,Module 9: Explainable AI in Healthcare.,ok
1865,1791,22,108,45,11,2,0,0,Module 10: qEEG Fundamentals.,ok
1866,1792,23,116,48,12,2,0,0,O.8.11 — Module 11: Biomedical Research Ethics,ok
1867,1793,24,122,48,13,2,0,0,O.8.12 — Module 12: Qualitative Research Methods,ok
1868,1794,23,124,45,13,2,0,0,O.8.13 — Module 13: Quantitative Research Methods,ok
1869,1795,24,129,48,14,2,0,0,O.8.14 — Module 14: Clinical Psychiatry & Psychology Research Ethics,ok
1870,1796,24,131,48,13,2,0,0,O.8.15 — Module 15: Mental Health & Psychiatric Research Ethics,ok
1871,1797,24,131,48,14,2,0,0,O.8.16 — Module 16: Clinical Assessment & Diagnostic Data Governance,ok
1872,1798,23,139,49,14,2,0,0,O.8.17 — Module 17: Secondary Data Research & Retrospective Clinical,ok
1873,1799,24,125,48,13,2,0,0,O.8.18 — Module 18: AI/ML Validation for Healthcare Research,ok
1874,1800,24,117,51,14,2,0,0,O.8.19 — Module 19: Clinical & Academic Collaboration Alignment,ok
1875,1801,22,126,49,13,2,0,0,O.8.20 — Module 20: Healthcare & Research Data Types Governance,ok
1876,1802,23,121,45,12,2,0,0,O.8.21 — Module 21: Retrospective & Secondary Data Governance,ok
1877,1803,23,121,45,13,2,0,0,O.8.22 — Module 22: Psychiatric & Behavioral Health Governance,ok
1878,1804,24,125,48,13,2,0,0,O.8.23 — Module 23: Responsible Healthcare AI Governance,ok
1879,1805,24,126,48,12,2,0,0,O.8.24 — Module 24: Clinical Validation & Expert Review,ok
1880,1806,24,123,48,13,2,0,0,O.8.25 — Module 25: Clinical Data De-Identification & Anonymization,ok
1881,1807,24,137,48,13,2,0,0,O.8.26 — Module 26: Healthcare AI Risk Management & Safety,ok
1882,1808,24,126,48,13,2,0,0,O.8.27 — Module 27: Human-in-the-Loop (HITL) Clinical AI Oversight,ok
1883,1809,24,119,51,13,2,0,0,O.8.28 — Module 28: Neuroinformatics & Brain Data Governance,ok
1884,1810,23,124,49,13,2,0,0,O.8.29 — Module 29: Healthcare AI Explainability & Transparency,ok
1885,1811,24,130,52,13,2,0,0,O.8.30 — Module 30: Medical AI Deployment & Clinical Integration,ok
1886,1812,24,123,54,14,2,0,0,O.8.31 — Module 31: Healthcare Data Sharing & Research Collaboration,ok
1887,1813,23,117,51,13,2,0,0,O.8.32 — Module 32: Clinical Interview & Research Communication Ethics,ok
1888,1814,23,121,49,13,2,0,0,O.8.33 — Module 33: Biomedical Signal Annotation & Labeling Governance,ok
1889,1815,22,129,46,13,2,0,0,O.8.34 — Module 34: Healthcare AI Model Monitoring & Drift Governance,ok
1890,1816,23,124,45,13,2,0,0,O.8.35 — Module 35: Clinical Decision Support System (CDSS) Governance,ok
1891,1817,8,94,39,11,0,0,0,Appendix P — Pre-Registration Template for Phase,ok
1892,1818,30,171,68,18,1,0,0,P.1 Study Identification,ok
1893,1819,54,190,88,18,1,0,0,P.2 Hypothesis Pre-Registration,ok
1894,1820,31,118,55,11,0,0,0,( Tab. 5.342 continued from previous page ),ok
1895,1821,49,178,93,15,1,0,0,P.3 Sample Size + Power Pre-Registration,ok
1896,1822,42,223,84,23,1,0,0,P.4 Stopping Rules + Deviations Protocol,ok
1897,1823,52,255,92,27,1,0,0,P.5 AI / ML / RAG-Specific Pre-Registration,ok
1898,1824,8,64,21,6,0,0,0,Open-data,sparse
1899,1825,78,243,91,23,1,0,0,P.6 Pre-Registration Checklist (One-Page Summary),ok
1900,1826,6,59,22,7,0,0,0,"Purpose. This appendix is provided to support transparency, traceability, reprod",sparse
1901,1827,13,151,64,14,0,0,0,Appendix Q — Drill Methodology for Pipeline,ok
1902,1828,31,203,60,16,1,0,0,Table 5.347. Drill Definition Contract — What a Drill IS and IS NOT.,ok
1903,1829,40,248,83,20,1,0,0,Q.2 Drill Anatomy — 5-Step Template,ok
1904,1830,7,92,27,8,0,0,0,Q.3 Per-Pipeline-Phase Drill Inventory,sparse
1905,1831,75,233,90,25,1,0,0,Table 5.349. per-Phase test Inventory — Drill Script per Pipeline Phase.,ok
1906,1832,67,222,88,24,0,0,0,12,ok
1907,1833,7,72,24,6,0,0,0,Q.4 Drill Discipline + CI Integration,sparse
1908,1834,42,261,95,24,1,0,0,Table 5.350. Drill Discipline Rules + Continuous-Integration Enforcement.,ok
1909,1835,2,23,5,2,0,0,0,and technical implementation. It is not intended to represent a production-ready,almost_empty
1910,1836,13,123,60,13,0,0,0,Appendix R — Pipeline Reference Implementation,ok
1911,1837,35,152,63,17,1,0,0,Table 5.351. Pipeline Reference Implementation Architecture — File Layout +,ok
1912,1838,8,99,34,8,0,0,0,R.2 Phase Implementation Stub — Per-Step Function Signature,ok
1913,1839,120,216,92,21,1,0,0,Table 5.352. Per-Step Function Signatures — 23 Pipeline Phases as Python Functio,ok
1914,1840,3,32,8,3,0,0,0,Note. Each function signature is the implementation contract; per-phase Python f,almost_empty
1915,1841,8,77,27,7,0,0,0,R.3 Sample Function Stub — Phase 5 (Preprocessing),sparse
1916,1842,54,186,93,21,1,0,0,Table 5.353. Phase 5 (Preprocessing) Reference Function Stub — Implementation,ok
1917,1843,7,67,24,6,0,0,0,R.4 Pipeline Orchestrator Stub,sparse
1918,1844,48,178,75,20,1,0,0,Table 5.354. Pipeline Orchestrator Stub — Chaining 23 Phases End-to-End.,ok
1919,1845,8,80,37,8,0,0,0,Glossary of Acronyms and Key Terms,ok
1920,1846,60,255,94,25,1,0,0,Table 6.1. Glossary of Acronyms and Key Terms. Alphabetic; first-use in chapter,ok
1921,1847,67,289,94,31,0,0,0,FIF,ok
1922,1848,64,238,95,26,0,0,0,PD-5,ok
1923,1849,3,33,8,3,0,0,0,Note. Glossary covers every acronym used ≥ 3 times across the dissertation. Each,almost_empty
1924,1850,7,73,41,8,0,0,0,Examiner Defense Pack,ok
1925,1851,8,75,42,8,0,0,0,Research Gap,ok
1926,1852,9,61,42,7,0,0,0,Hypotheses,ok
1927,1853,10,80,54,8,0,0,0,Why DBA Not PhD CS,ok
1928,1854,7,43,28,5,0,0,0,Future Research,sparse
1929,1855,44,161,82,19,1,0,0,Research Contribution Matrix,ok
1930,1856,43,175,86,20,1,0,0,Negative Evidence and Limitations Matrix,ok
1931,1857,12,131,48,14,0,0,0,Distinction Pack: Master Examiner Artefacts,ok
1932,1858,4,33,13,3,0,0,0,Dissertation-in-One-Page,sparse
1933,1859,38,199,85,22,1,0,0,Table 10.1. Dissertation in one page.,ok
1934,1860,105,204,92,20,1,0,0,Master Research Alignment Matrix,ok
1935,1861,20,108,49,12,1,0,0,Novelty Matrix,ok
1936,1862,24,131,67,15,1,0,0,Theory Contribution Matrix,ok
1937,1863,26,114,60,13,1,0,0,Knowledge Contribution Matrix,ok
1938,1864,37,113,61,12,1,0,0,Contribution Traceability Matrix,ok
1939,1865,24,110,58,11,1,0,0,Claim-Evidence Matrix,ok
1940,1866,2,13,7,1,0,0,0,Examiner Attack Matrix,almost_empty
1941,1867,50,192,91,19,1,0,0,Table 10.8. Examiner attack matrix — the toughest viva challenges and their,ok
1942,1868,36,174,89,18,1,0,0,Is governance just a buzzword? Governance is operationalised as a,ok
1943,1869,34,122,61,12,1,0,0,Risk Register,ok
1944,1870,23,100,53,12,1,0,0,Stakeholder Impact Matrix,ok
1945,1871,27,116,64,13,1,0,0,Framework Evaluation Matrix,ok
1946,1872,24,111,58,12,1,0,0,Recommendation Matrix,ok
1947,1873,40,154,79,16,1,0,0,"Managerial, Policy, and Societal Implications",ok
1948,1874,26,145,66,13,1,0,0,Publication Roadmap,ok
1949,1875,14,121,72,13,0,0,1,Research Legacy and Future Research Program,figure_heavy
1950,1876,27,140,62,14,1,0,0,Reproducibility Pack,ok
1951,1877,40,140,63,15,1,0,0,Final Master Scorecard,ok
1952,1878,5,60,24,6,0,0,0,Cross-Reference Map — Appendix V ↔ Chapter Sections,sparse
1953,1879,65,186,91,18,1,0,0,Table 10.18. Distinction Pack cross-reference map — Appendix V ↔ chapter section,ok
1954,1880,36,175,75,18,0,0,0,V.13 Recommendation,ok
1955,,0,0,0,0,0,0,0,(empty),empty
1956,,1,1,3,1,0,0,0,References,almost_empty
1957,1883,6,69,30,8,0,0,0,Scholarly Foundation Summary (Pre-References),ok
1958,1884,35,156,37,17,1,0,0,Table 10.19. Citation Cluster Balance. The bibliography is built around five,ok
1959,1885,25,239,39,20,1,0,0,Table 10.20. Foundational Citation Anchors per Cluster. The classic and high-imp,ok
1960,1886,24,162,34,16,1,0,0,"Table 10.21. Contradictory Literature Cited. Works that constrain, qualify, or",ok
1961,1887,19,226,85,23,0,0,0,What Is Deliberately De-emphasized in the Bibliography,ok
1962,1888,21,176,92,20,0,0,0,Bibliography,ok
1963,1889,23,190,94,25,0,0,0,"[7] G. Buzsáki, C. A. Anastassiou, and C. Koch, “The origin of extracellular fie",ok
1964,1890,27,264,95,25,0,0,0,"[13] European Commission, “Proposal for a Regulation of the European Parliament ",ok
1965,1891,24,235,95,25,0,0,0,"ceedings of the 4th Machine Learning for Healthcare Conference (MLHC), pp. 359–",ok
1966,1892,22,229,95,23,0,0,0,"dataset,” NeuroImage: Clinical, vol. 17, pp. 16–23, 2018. Available: https://doi",ok
1967,1893,22,282,93,24,0,0,0,"[36] V. Venkatesh, J. Y. L. Thong, and X. Xu, “Consumer acceptance and use of in",ok
1968,1894,18,198,94,25,0,0,0,"[45] L. Floridi, J. Cowls, M. Beltrametti, R. Chatila, P. Chazerand, V. Dignum,",ok
1969,1895,22,282,93,24,0,0,0,"[51] World Health Organization, “Mental Disorders.” https://www.who.int/newsroom",ok
1970,1896,22,235,95,25,0,0,0,"[57] P. K. Asthana, R. S. Lalawat, and S. S. Gond, “A comprehensive review of EE",ok
1971,1897,24,246,93,25,0,0,0,"[64] Q. Jin et al., “MedAgent-Pro: Evidence-based multi-modal agentic diagnosis.",ok
1972,1898,24,310,92,25,0,0,0,"[72] A. Di Martino, C.-G. Yan, Q. Li, E. Denio, F. X. Castellanos, K. Alaerts, J",ok
1973,1899,26,259,93,23,0,0,0,"vol. 14, no. 2, pp. 344–355, 2022. Available: https://doi.org/10.1109/TCDS.",ok
1974,1900,24,214,91,23,0,0,0,"CHI Conference on Human Factors in Computing Systems, pp. 1–12, 2020. Available:",ok
1975,1901,24,211,94,22,0,0,0,"[94] A. R. Hevner, S. T. March, J. Park, and S. Ram, “Design science in informat",ok
1976,1902,18,222,91,21,0,0,0,"[102] Y. S. Lincoln and E. G. Guba, Naturalistic Inquiry. Newbury Park, CA: SAGE",ok
1977,1903,21,199,94,22,0,0,0,"Information Systems, vol. 24, no. 3, pp. 45–77, 2007. Available: https://link.",ok
1978,1904,20,245,93,25,0,0,0,"[119] H. Jebelli, S. Hwang, and S. Lee, “EEG-based workers’ stress recognition a",ok
1979,1905,21,216,95,23,0,0,0,"[127] J. S. Armstrong and T. S. Overton, “Estimating nonresponse bias in mail su",ok
1980,1906,22,232,95,24,0,0,0,"[136] J. P. Womack and D. T. Jones, Lean Thinking: Banish Waste and Create Wealt",ok
1981,1907,22,259,91,21,0,0,0,"[143] R. J. Holden and B.-T. Karsh, “The technology acceptance model: Its past a",ok
